"","logFC","logCPM","F","PValue","FDR","genes"
"ECP_1125",2.17809559151727,9.084606476999,465.304252023736,1.1887036949523e-19,5.45258384874621e-16,"ECP_1125"
"ECP_1124",1.98479743307134,8.94872233971818,387.597414220644,1.49635269533148e-18,3.43188490674276e-15,"ECP_1124"
"ECP_4492",2.0718684195046,10.7693594809996,358.101126326933,4.43997221822334e-18,6.78871752166349e-15,"ECP_4492"
"ECP_4364",2.84841685102759,6.26449218191449,324.675211385937,1.69167059680568e-17,1.93992325688691e-14,"ECP_4364"
"ECP_1552",2.28081080979701,8.4290775849022,304.597858283672,4.0207930385159e-17,3.68867553353449e-14,"ECP_1552"
"ECP_1339",1.79109728735139,8.67008453949563,291.732733658321,7.20030575190342e-17,5.50463374733017e-14,"ECP_1339"
"ECP_2562",2.34434818454709,6.37080041615208,284.731147418332,9.98548400349875e-17,6.54334501772125e-14,"ECP_2562"
"ECP_0855",2.12062420084808,8.28664877202783,273.890407102938,1.68130854934727e-16,9.64020289481989e-14,"ECP_0855"
"ECP_1481",1.8301542531911,9.75659293381424,258.366639592686,3.66620872088422e-16,1.86854437807732e-13,"ECP_1481"
"ECP_1553",2.34633220144252,7.87900446521159,241.769758256757,8.85296349109976e-16,3.75320530928026e-13,"ECP_1553"
"ECP_1587",1.76645873182818,10.9262037159624,241.467970658461,9.00049234839391e-16,3.75320530928026e-13,"ECP_1587"
"ECP_0609",1.50550810269972,9.28694646516362,213.176266295532,4.62898142911166e-15,1.76942815127793e-12,"ECP_0609"
"ECP_0689",1.50204076209408,8.25483022904486,210.061490400927,5.60822868678879e-15,1.83749607045001e-12,"ECP_0689"
"ECP_4180",1.70898324426709,8.88475003446687,210.271766892562,5.53560760361725e-15,1.83749607045001e-12,"ECP_4180"
"ECP_0164",1.82197236433563,10.3324696976704,202.178683795821,9.21943046749467e-15,2.64309547214988e-12,"ECP_0164"
"ECP_1558",1.53836226970559,9.56305935433852,202.548782426771,9.00335882809187e-15,2.64309547214988e-12,"ECP_1558"
"ECP_0356",2.48552346944825,6.14590889303385,184.148938502048,3.07313071497098e-14,8.29202975857169e-12,"ECP_0356"
"ECP_0853",1.91095233105995,7.40959391873811,181.103686376631,3.8041418202683e-14,9.69422140531704e-12,"ECP_0853"
"ECP_2846",1.85239382382596,7.15620120794019,164.178711745135,1.3219973797601e-13,3.19157998997873e-11,"ECP_2846"
"ECP_0653",2.53767216071627,5.88567976669698,163.272720763351,1.41747431119812e-13,3.25097733273288e-11,"ECP_0653"
"ECP_2484",1.75132918907737,8.00797271421388,157.432293608906,2.24000661723613e-13,4.89281445393435e-11,"ECP_2484"
"ECP_1532",1.55509774070695,8.22766748741824,142.579792190404,7.67771727706754e-13,1.60080405226858e-10,"ECP_1532"
"ECP_4181",1.44925514553115,7.14582032941436,125.655260972861,3.58686182639834e-12,7.15345008595181e-10,"ECP_4181"
"ECP_2485",1.20596961758039,9.18068630638884,124.267788739045,4.10040401723844e-12,7.83689717794697e-10,"ECP_2485"
"ECP_3127",1.18740107576798,10.8361010368874,123.452239125125,4.43845549425491e-12,8.1436781408589e-10,"ECP_3127"
"ECP_1017",-1.7632810026968,7.42182422969636,117.438522431885,8.06848927712884e-12,1.42346770439192e-09,"ECP_1017"
"ECP_4690",1.13792589320149,9.06425271189933,112.103194302813,1.40025809570022e-11,2.37888292036182e-09,"ECP_4690"
"ECP_1531",1.67272005698421,8.11492436889054,117.519154090871,1.46668602577846e-11,2.40274600008778e-09,"ECP_1531"
"ECP_0048",1.12803074772242,8.48580638761255,103.388450604253,3.61059358703125e-11,5.71096302886632e-09,"ECP_0048"
"ECP_0854",1.33744334463621,6.85188077148928,101.396310698481,4.52314801467027e-11,6.91589331443084e-09,"ECP_0854"
"ECP_3279",1.06214983701965,8.64653762198555,99.9417263420699,5.34381773948068e-11,7.90712644225739e-09,"ECP_3279"
"ECP_3282",0.982322428789265,8.831709043035,94.1791750063552,1.05448001369913e-10,1.51153119463684e-08,"ECP_3282"
"ECP_4215",1.80851766376606,5.17816534767378,92.4542288574162,1.30049683847828e-10,1.80769060548481e-08,"ECP_4215"
"ECP_2574",1.05534409533603,8.48863500158552,88.7844054238064,2.05248247754512e-10,2.76904033073514e-08,"ECP_2574"
