"","logFC","logCPM","F","PValue","FDR","genes"
"ECP_0808",1.59996862461735,5.93310197473508,125.511062380649,3.6368862487585e-12,9.81317483709132e-10,"ECP_0808"
"ECP_2258",1.32307306422986,11.985773282874,123.598655589936,4.37563875414973e-12,1.11505860918249e-09,"ECP_2258"
"ECP_0171",3.00530004571117,10.2547671874282,194.223088610411,7.26456246612608e-12,1.75381831748002e-09,"ECP_0171"
"ECP_1481",1.20176497160812,9.75659293381424,114.624768416914,1.07631970246948e-11,2.41379649479607e-09,"ECP_1481"
"ECP_3271",-1.14464912329188,8.38348916077606,114.370068148833,1.10507360782031e-11,2.41379649479607e-09,"ECP_3271"
"ECP_3090",-1.73451970612218,7.81494345457631,112.631121926194,1.32469416190556e-11,2.7619873275731e-09,"ECP_3090"
"ECP_0950",-1.29871985902824,6.29735285343094,109.706541347298,1.8060686898428e-11,3.31470986338298e-09,"ECP_0950"
"ECP_2538",-1.33151079211998,9.10286303371889,109.703907357029,1.8065782992059e-11,3.31470986338298e-09,"ECP_2538"
"ECP_2934",-1.23379509044845,7.34856543089114,109.716446885384,1.80415359656268e-11,3.31470986338298e-09,"ECP_2934"
"ECP_2562",1.45168990446431,6.37080041615208,106.856854271974,2.45856256821519e-11,4.33747173092426e-09,"ECP_2562"
"ECP_2496",1.37781573875175,7.25266652603052,105.384332447632,2.89073370708545e-11,4.80712482497632e-09,"ECP_2496"
"ECP_2935",-1.1407644111115,9.66663380108552,105.248909932456,2.93436876170345e-11,4.80712482497632e-09,"ECP_2935"
"ECP_0940",-2.408994290496,9.90418090505575,155.279286351304,3.28024711580497e-11,5.07038169276667e-09,"ECP_0940"
"ECP_2382",-1.11772976037673,10.2027681903089,103.855009110474,3.42668045510719e-11,5.07038169276667e-09,"ECP_2382"
"ECP_4123",2.00699078910644,8.54895151269362,121.127093316804,3.40635970668355e-11,5.07038169276667e-09,"ECP_4123"
"ECP_0060",-1.40727867862252,9.09589109326213,102.102072305201,4.17445449899613e-11,5.98381962090476e-09,"ECP_0060"
"ECP_1344",2.35288336371682,4.87568217206496,101.002709063196,4.73101309307635e-11,6.57610819937613e-09,"ECP_1344"
"ECP_4379",1.41865251994363,5.59356012439846,100.739321312669,4.87579252093315e-11,6.57801773338834e-09,"ECP_4379"
"ECP_1558",1.06723756881432,9.56305935433852,99.2617849424656,5.78072729793138e-11,7.57605603303178e-09,"ECP_1558"
"ECP_0609",1.0098096161071,9.28694646516362,97.6182734454544,7.00228561678764e-11,8.92207892339025e-09,"ECP_0609"
"ECP_2115",1.68475406088727,5.38019721724176,95.8165466423643,8.66507212112647e-11,1.07423475188127e-08,"ECP_2115"
"ECP_0524",1.3151280344985,9.76803747741746,93.2005060006832,1.18727029085132e-10,1.43316021687763e-08,"ECP_0524"
"ECP_1669",-1.11709866342025,8.04546329268564,91.4100982083434,1.47866970566916e-10,1.73914306151396e-08,"ECP_1669"
"ECP_0855",1.2016816861904,8.28664877202783,90.7446279299165,1.60570425836873e-10,1.75365843646128e-08,"ECP_0855"
"ECP_2895",0.956488849351177,8.9537310154601,90.8614131898225,1.58259364180337e-10,1.75365843646128e-08,"ECP_2895"
"ECP_4265",-1.24689011318162,7.69642262231987,90.7984748791309,1.59500403651176e-10,1.75365843646128e-08,"ECP_4265"
"ECP_2952",1.11173614962604,7.93278635579865,89.4074304383808,1.89758496079078e-10,2.02423772445286e-08,"ECP_2952"
"ECP_3889",1.5316398653951,5.79136313216504,86.7093523265566,2.67366001046016e-10,2.78729056090471e-08,"ECP_3889"
"ECP_4364",1.54483796815397,6.26449218191449,86.151328605806,2.87302806884951e-10,2.9285732781806e-08,"ECP_4364"
"ECP_3098",-1.04524106866719,7.80057080073292,85.758218443075,3.0229768539575e-10,3.01443365850067e-08,"ECP_3098"
"ECP_3627",1.18844761303745,7.84302653502481,85.5717494518241,3.09700650116682e-10,3.02254655762813e-08,"ECP_3627"
"ECP_0853",1.29165608686635,7.40959391873811,83.8580360065634,3.87546307229913e-10,3.70348939846585e-08,"ECP_0853"
"ECP_1255",-0.903338671143492,9.56596437997133,82.6481568641072,4.54964602350311e-10,4.25902577751199e-08,"ECP_1255"
"ECP_1689",3.73851025767923,6.77111090901655,152.626126849215,7.12194867193035e-10,6.5336757116289e-08,"ECP_1689"
