"","control_1","control_2","control_3","genename"
"ECP_0001",1917.93820809567,1881.62658996287,909.38708602511,"thrL"
"ECP_0002",28.7979464259297,25.2105876852516,48.1567432017241,"thrA"
"ECP_0003",33.3106625592109,27.4314059925208,45.8768018330726,"thrB"
"ECP_0004",32.3739837839878,31.8756538859569,47.1639793438222,"thrC"
"ECP_0005",4.20097974692401,3.09848689963946,7.18298945499804,"ECP_0005"
"ECP_0006",18.1167251586098,8.39173535319021,12.759257584536,"yaaX"
"ECP_0007",88.6585146590217,72.896191152393,84.0764463742912,"ECP_0007"
"ECP_0008",4.2802435157339,3.464415820701,5.42112411697965,"ECP_0008"
"ECP_0009",245.47989200422,231.704460608259,358.222175203576,"ECP_0009"
"ECP_0010",118.184705737444,95.5893747609861,131.122347784846,"mog"
"ECP_0011",196.979272577992,272.688705982379,373.611464885696,"ECP_0011"
"ECP_0012",5.18944556972966,3.64527870545819,4.67005506362101,"ECP_0012"
"ECP_0013",3.17407358656481,2.90722227620493,3.86453233836152,"ECP_0013"
"ECP_0014",1407.15070903305,1313.74551488104,1410.61346658123,"dnaK"
"ECP_0015",579.800336544458,485.296173841895,633.779395976285,"dnaJ"
"ECP_0016",413.533943837832,556.866951129648,477.527029228652,"ECP_0016"
"ECP_0017",1.09159316258655,1.62650230952203,0.893036401367348,"ECP_0017"
"ECP_0018",4.20097974692401,3.19388877205139,3.27948789321407,"ECP_0018"
"ECP_0019",3.30076980115458,3.39358089008131,3.07842405214202,"tnp3503b"
"ECP_0020",49.6341977297243,59.739464646005,79.303469020138,"nhaA"
"ECP_0021",63.0146962038601,50.2050636718623,64.4441089479433,"nhaR"
"ECP_0022",10452.4195175967,15022.2625845626,5891.94161348128,"ECP_0022"
"ECP_0023",209.273010195495,191.764104298281,238.172808244672,"ribF"
"ECP_0024",198.989539066758,188.505035449134,256.350711607329,"ileS"
"ECP_0025",46.7454473657726,72.7361975228496,108.604051089922,"lspA"
"ECP_0026",87.7164571157733,79.4589751596431,123.547418625966,"fkpB"
"ECP_0027",87.4377834282134,83.9093346734661,99.6789481414405,"ispH"
"ECP_0028",12.8095448020962,12.3262211089482,20.7494811866552,"rihC"
"ECP_0029",97.2358158941316,83.2294291290016,100.832283782416,"dapB"
"ECP_0030",0.311183684957334,1.78513648538899,4.20057862865382,"ECP_0030"
"ECP_0031",41.5929900792058,26.7510792379665,53.9538551065264,"carA"
"ECP_0032",19.3566112477095,15.5164985468121,28.9405382760356,"carB"
"ECP_0033",4.83400409235091,3.67856892194639,5.59309921513906,"ECP_0033"
"ECP_0034",8.78386674356838,9.3893542413317,9.10761820849033,"caiF"
"ECP_0035",3.71051003027806,2.62139331610783,3.91485399096874,"ECP_0035"
"ECP_0036",1.05826207365261,1.89220574023784,2.42415072004755,"ECP_0036"
"ECP_0037",3.90377850287776,3.43618050055619,5.24791219113271,"ECP_0037"
"ECP_0038",3.91125700575683,3.30708782391732,5.08414861606032,"ECP_0038"
"ECP_0039",8.33580233247913,5.53010785237489,7.79918457194151,"ECP_0039"
"ECP_0040",0.499126306565229,0.490849409843875,0.673756176081108,"ECP_0040"
"ECP_0041",3.04039779349364,2.81315282716942,4.14827570409471,"fixA"
"ECP_0042",2.00683745872166,2.36827024176265,1.95045975814563,"fixB"
"ECP_0043",0.646304576449848,0.963010691418636,1.2689859913136,"fixC"
"ECP_0044",0.525122468365501,1.50620890954696,0.94513019144711,NA
"ECP_0045",2.15725987004206,1.58181012894507,1.73699602752442,"yaaU"
"ECP_0046",10.2532387043569,9.68641855631169,11.0211791816205,"kefF"
"ECP_0047",9.17315384352489,7.78363858846628,11.542459536127,"kefC"
"ECP_0048",242.606580384861,244.005843346608,269.503874091143,"folA"
"ECP_0049",162.545600977137,175.316096372763,174.776383095296,"ccdA"
"ECP_0050",30.0069981923143,26.9519177936893,36.7250588676591,"ccdB"
"ECP_0051",33.9344159062483,24.9630746684734,40.5571061658435,"ECP_0051"
"ECP_0052",108.425286801563,73.1177331872592,110.71525099809,"ECP_0052"
"ECP_0053",103.307304871438,102.529006898045,167.474310420219,"ECP_0053"
"ECP_0054",58.6836551644617,59.219790899198,77.6001630872364,"ECP_0054"
"ECP_0055",99.8102122786769,111.587049149495,161.745496482024,"ECP_0055"
"ECP_0056",220.288875479328,205.812688854524,218.679498046075,"ECP_0056"
"ECP_0057",138.134635958729,122.202744474953,171.611563016695,"ECP_0057"
"ECP_0058",40.1255344945168,34.0985445573068,61.8782295929784,"djlA"
"ECP_0059",134.622305526428,119.150905322499,153.111091014432,"ECP_0059"
"ECP_0060",187.210224387691,146.685162410864,209.836459099242,"ECP_0060"
"ECP_0061",14.1461562906625,13.5690540247817,17.1280736735721,"ECP_0061"
"ECP_0062",0.760522195563829,1.51362865786985,1.75989759786703,"ECP_0062"
"ECP_0063",3.82364623672125,3.05107159778204,3.44095303233439,"ECP_0063"
"ECP_0064",1.46700880051315,0.692195780048792,1.36018736546886,"ECP_0064"
"ECP_0065",17.9658921091857,16.9208149838467,23.5679273271492,"araC"
"ECP_0066",1.69226745989165,0.802905910389495,1.44274290708534,"ECP_0066"
"ECP_0067",3.21777172104818,2.34400900209132,1.44785901668493,"ECP_0067"
"ECP_0068",33.2124516462698,26.8130500334814,41.3633448492147,"yabI"
"ECP_0069",34.2929763032166,27.7489670840387,41.8615604108763,"ECP_0069"
"ECP_0070",14.4100646067673,17.0407162823126,26.4847655882609,"ECP_0070"
"ECP_0071",91.0639207336271,81.2408150515225,110.441920663978,"ECP_0071"
"ECP_0072",15.2513829942676,13.0974687786692,15.7795649354648,"ECP_0072"
"ECP_0073",6.23907883206536,4.19267204241643,10.6678061212842,"ECP_0073"
"ECP_0074",8.04213253479671,6.72334059593431,10.2001202674378,"ECP_0074"
"ECP_0075",6.99393880943942,6.98010785083615,9.53439028294997,"ECP_0075"
"ECP_0076",10.9193404872338,6.1890896086946,11.9043115716621,"ECP_0076"
"ECP_0077",57.3651027511002,20.6565793309297,7.03959039146813,"ECP_0077"
"ECP_0078",2.88067182646218,2.55748125049606,3.0964265319791,"leuO"
"ECP_0079",7.4521727684565,7.79561341706392,8.08702702942571,"ilvI"
"ECP_0080",6.76255276334109,6.04582809685748,5.80909288401638,"ilvH"
"ECP_0081",6.95334578801215,3.56147919498789,7.82176710163125,NA
"ECP_0082",90.7411625335586,65.8544081356208,84.5031029678323,"fruR"
"ECP_0083",542.173503808898,495.892914264738,486.427005198113,"mraZ"
"ECP_0084",269.478133957144,270.903801543849,263.023110348453,"rsmH"
"ECP_0085",173.755277073595,157.125455894285,126.80238502956,"ftsL"
"ECP_0086",135.615329215642,83.3627997786417,68.7810874807961,"ftsI"
"ECP_0087",117.491917438165,109.071736426825,131.754197494796,"murE"
"ECP_0088",64.211001694706,76.1055869830502,97.3421505787116,"murF"
"ECP_0089",50.4117569630881,61.2830926964702,79.6736897122395,"mraY"
"ECP_0090",61.3783236828487,68.8866335774058,97.0362368767748,"murD"
"ECP_0091",73.3096272945149,62.8656860119621,83.7909156716194,"ftsW"
"ECP_0092",76.4672717979426,77.4621724909865,105.96077584561,"murG"
"ECP_0093",83.3023544938834,87.87443199113,120.423417563895,"ECP_0093"
"ECP_0094",139.083902761354,128.85130103821,135.729315571727,"ddl"
"ECP_0095",156.786023912276,150.338136935575,139.046734880334,"ftsQ"
"ECP_0096",276.606077398417,246.456052207269,233.296744644142,"ftsA"
"ECP_0097",298.203921723059,288.81555840563,383.368433905734,"ftsZ"
"ECP_0098",542.4206202646,694.290583067361,712.591100422044,"lpxC"
"ECP_0099",204.447681016968,199.076273317966,230.943391341673,"secM"
"ECP_0100",131.059390330867,139.763973011823,169.167826107265,"secA"
"ECP_0101",34.4922547642182,32.1497136955072,51.506042312847,"mutT"
"ECP_0102",70.6528411982674,80.7484464754526,80.4219871994995,"ECP_0102"
"ECP_0103",96.3515032278377,100.784116896875,157.684301618208,"ECP_0103"
"ECP_0104",106.911890370994,84.5223318516787,97.7456383502402,"coaE"
"ECP_0105",117.844724969748,109.574843232461,147.244765688208,"guaC"
"ECP_0106",2.89144740686041,2.47260799971229,4.58187803534459,"ECP_0106"
"ECP_0107",3.05525799776292,2.28027174432341,3.73142309350547,"ECP_0107"
"ECP_0108",2.40055985538515,0.70260473914727,1.69737667035399,"ECP_0108"
"ECP_0109",48.6355037815028,37.5007027450771,53.3586253050543,"ECP_0109"
"ECP_0110",26.575763181628,26.0452521998679,32.6686305304545,"ampD"
"ECP_0111",11.1436515392089,10.8718838583841,17.9077299432084,"ampE"
"ECP_0112",10.203692601938,9.26608044385251,12.5576160229034,"ECP_0112"
"ECP_0113",4.32828216349746,4.17304632948076,3.55139829513459,"ECP_0113"
"ECP_0114",23.3486032250092,24.1355821656126,17.4301904780562,"ECP_0114"
"ECP_0115",33.3977889880459,33.0505269294876,19.8477340203893,"ECP_0115"
"ECP_0116",75.3577810272966,57.2847406187639,49.3416421596718,"ECP_0116"
"ECP_0117",15.9195021988699,14.1334490158993,17.1118308346214,"ECP_0117"
"ECP_0118",17.1503915441434,20.4436249048377,12.1600255559381,"ECP_0118"
"ECP_0119",513.112608618412,360.963598033815,456.509001647677,"pdhR"
"ECP_0120",45.0400123686607,28.4451256360344,40.9039951708257,"ECP_0120"
"ECP_0121",942.89287319812,788.555611192778,1045.6716085697,"aceE"
"ECP_0122",803.392437433936,673.58126198607,824.50102330387,"aceF"
"ECP_0123",809.559751819865,738.809739480348,806.564156642106,"ECP_0123"
"ECP_0124",4.73147889585298,3.66601407920937,7.39330511534736,"ECP_0124"
"ECP_0125",241.464166146524,242.822145021784,325.578797589494,"acnB"
"ECP_0126",250.183967407722,151.936823177913,197.961814644922,"yacL"
"ECP_0127",424.505040238231,279.604339849226,374.656740947683,"ECP_0127"
"ECP_0128",354.626650193627,309.991642070043,399.270085859497,"ECP_0128"
"ECP_0129",50.8463410748389,49.682634770081,56.5122673092858,"ECP_0129"
"ECP_0130",24.6208290777171,20.1771229441383,24.306481674044,"cueO"
"ECP_0131",14.8756004153375,19.6406819867857,33.8387596413195,"ECP_0131"
"ECP_0132",75.0799943728803,94.5485588447073,138.090991886616,"ECP_0132"
"ECP_0133",414.671709185957,386.01982624675,436.335105051416,"hpt"
"ECP_0134",555.327702835466,482.672288076566,590.479709472784,"ECP_0134"
"ECP_0135",71.2942970643026,59.696845768674,77.5924359114249,"yadG"
"ECP_0136",23.342408866177,28.5334072470041,54.7219348199727,"yadH"
"ECP_0137",12.6886735213215,10.9606339306974,16.202231853379,"yadI"
"ECP_0138",19.7343585184772,18.2886299929939,19.7509158056557,"yadE"
"ECP_0139",332.241264394525,326.601663752023,316.670707924862,"ECP_0139"
"ECP_0140",41.6585901592078,26.1030086078951,34.5717075816795,"yadD"
"ECP_0141",67.8334670900377,43.1357980145886,49.3691535297079,"ECP_0141"
"ECP_0142",105.08366240193,96.9550008736949,125.476016684232,"ECP_0142"
"ECP_0143",107.386553983635,82.7822160356505,142.004919632672,"ECP_0143"
"ECP_0144",10.0823513926176,5.70515048187583,4.75265467699118,"ECP_0144"
"ECP_0145",6.07801325086878,4.02876547234445,4.82619672228311,"ECP_0145"
"ECP_0146",0.506650823749629,0.31140571855673,0.455942202909159,"ECP_0146"
"ECP_0147",0.869168223501519,0.407026193712901,0.223479060046607,"ECP_0147"
"ECP_0148",1.60037323692343,1.0929407053402,1.08014879022527,"ECP_0148"
"ECP_0149",3.32962937067905,3.37494517457832,2.78610800352427,"ECP_0149"
"ECP_0150",1.93891372934954,1.4217078891733,2.57136635081967,"ECP_0150"
"ECP_0151",2.55897243467452,2.30682611817489,3.45428293320771,"ECP_0151"
"ECP_0152",62.5420859823312,41.4422622826778,57.4166591304119,"ECP_0152"
"ECP_0153",240.06867348701,222.724216887403,296.846810235481,"ECP_0153"
"ECP_0154",43.9675356037289,34.0265335904312,40.3744936152163,"ECP_0154"
"ECP_0155",2764.85271001832,2145.02268525918,2057.44893939178,"ECP_0155"
"ECP_0156",76.6902260183149,63.4640437316224,78.7635305076604,"ECP_0156"
"ECP_0157",28.9867602537757,30.9848689963946,43.8540408831459,"ECP_0157"
"ECP_0158",34.3235604507939,34.5296400173813,44.1900871734382,"hrpB"
"ECP_0159",79.6744395552712,70.2323697251611,91.6451921495981,"ECP_0159"
"ECP_0160",284.509668475503,164.368930718842,581.11860509201,"fhuA"
"ECP_0161",32.2180401643796,22.2097055964132,87.8331516262126,"fhuC"
"ECP_0162",34.9657304188422,24.5514225717784,78.2835108067303,"fhuD"
"ECP_0163",27.1125258704657,19.5003108963694,56.2102240335383,"fhuB"
"ECP_0164",388.831666412016,415.695518010958,598.526381285316,"ECP_0164"
"ECP_0165",41.8502665927746,38.4805053780822,48.237530783731,"clcA"
"ECP_0166",685.599894697998,677.71542448346,819.551153835703,"erpA"
"ECP_0167",42.4137378295212,41.9090215271748,50.2736559527443,"ECP_0167"
"ECP_0168",30.3449410845773,29.6812984560932,43.274116338491,"ECP_0168"
"ECP_0169",153.182506136766,178.018932603034,237.442664749133,"ECP_0169"
"ECP_0170",22.8646209941279,18.7787084826634,23.2658926179154,"dgt"
"ECP_0171",60.7594333923536,43.8789232524381,75.5467433870818,"degP"
"ECP_0172",9.66443009136922,5.13738760561983,7.52186515058425,"cdaR"
"ECP_0173",54.1242506929279,47.3980424957768,54.3339961222618,"ECP_0173"
"ECP_0174",222.636650296984,198.753850580509,294.13826292658,"ECP_0174"
"ECP_0175",24.3006168525773,18.0368335796446,28.4621024656665,"ECP_0175"
"ECP_0176",400.345443504977,347.732076963312,415.914348701118,"ECP_0176"
"ECP_0177",7245.85681126271,6942.317810509,7638.30787747601,"rpsB"
"ECP_0178",4243.90665969011,3761.02486134875,4182.72025317412,"tsf"
"ECP_0179",542.030543875848,482.86888130194,714.98708433308,"pyrH"
"ECP_0180",1574.68982771797,1477.83387718646,1617.81898319192,"frr"
"ECP_0181",82.8193150107876,78.2775637803653,107.901179149872,"dxr"
"ECP_0182",283.615750788397,290.981263173491,322.654051814023,"uppS"
"ECP_0183",100.118454388231,106.316380332617,174.48557380562,"ECP_0183"
"ECP_0184",129.662168685548,143.405210388339,187.852484171439,"rseP"
"ECP_0185",213.550667135252,205.113974540046,277.148066102572,"bamA"
"ECP_0186",483.890630108654,504.046037624477,645.628935224092,"skp"
"ECP_0187",672.23046090691,592.336472217626,691.768975213569,"lpxD"
"ECP_0188",748.548259642696,723.79566787192,733.321541174384,"fabZ"
"ECP_0189",349.911263635427,358.623350665495,317.649991948262,"lpxA"
"ECP_0190",85.884259578107,97.4580648850915,111.994226132208,"lpxB"
"ECP_0191",104.496732398361,96.2243670340295,128.461715669655,"rnhB"
"ECP_0192",114.045202121922,107.713119095132,135.961984543265,"dnaE"
"ECP_0193",402.742677112921,357.68158147713,510.441188145798,"accA"
"ECP_0194",9.70814647398405,7.46414211117629,10.5473352457291,"ldcC"
"ECP_0195",13.9601788513167,18.5909213978368,20.0658409876463,"yaeR"
"ECP_0196",37.9239130578482,31.0320301364196,50.2861049805558,"tilS"
"ECP_0197",35.3461744223951,34.9024961108813,52.4058395809294,"ECP_0197"
"ECP_0198",110.981106747097,110.373961201087,118.155380351657,"ECP_0198"
"ECP_0199",41.1326698297724,33.2548227690243,48.2327979019822,"yaeQ"
"ECP_0200",80.2655279305906,51.2751969207476,62.7405573896805,"yaeJ"
"ECP_0201",44.3495836574003,44.1022326643479,54.4586409046487,"cutF"
"ECP_0202",11.8535752859153,10.8307470005415,14.4681551469093,"ECP_0202"
"ECP_0203",8.30963026864089,5.44788905431114,9.47207400659082,"ECP_0203"
"ECP_0204",409.276602778858,400.225730771347,525.947632400683,"ECP_0204"
"ECP_0205",25.7399013307293,24.1576944717653,44.6934446463972,"ECP_0205"
"ECP_0206",162.251173336754,112.616610278254,160.29408046943,"ECP_0206"
"ECP_0207",116.855193989805,115.737598898298,123.839853026379,"ECP_0207"
"ECP_0208",59.0835041471056,58.0847849993575,80.3273953538168,"ECP_0208"
"ECP_0209",57.1528639988499,67.3740756084394,84.6660813361458,"ECP_0209"
"ECP_0210",58.1978660228321,51.5873735123219,74.4624037743252,"gmhB"
"ECP_0213",13.6375088799399,9.24921462578944,10.7490926251149,"dkgB"
"ECP_0214",19.1729960908794,15.5093661205997,18.2952414764057,"ECP_0214"
"ECP_0215",34.188336994967,28.0178330561338,34.148413026249,"yafD"
"ECP_0216",14.1231381375188,7.63570053088843,11.2974317047686,"yafE"
"ECP_0217",453.427602088526,385.452682305406,318.515133658017,"ECP_0217"
"ECP_0218",34.7080945757769,31.9685156312008,27.8138313483007,"ECP_0218"
"ECP_0219",18.4357045092285,16.2179755077548,23.5267118730471,"yafS"
"ECP_0220",49.7654523866382,48.1986851055027,54.0905278797423,"ECP_0220"
"ECP_0221",116.232775669954,84.8006940953958,90.6406638663933,"dnaQ"
"ECP_0223",95.4359979148538,84.8338906873298,107.874707042116,"yafT"
"ECP_0224",13.4330729632181,14.348282649029,14.669326085215,"ECP_0224"
"ECP_0225",3.56109541461108,3.46556297825753,5.10745851801882,"ECP_0225"
"ECP_0226",2.93639910881933,2.65233289028094,4.05055796334476,"ECP_0226"
"ECP_0227",1.25277726051412,1.60160356641404,3.06650590942681,"ECP_0227"
"ECP_0228",1.0163660678042,1.33268253747934,0.823177908679741,"ECP_0228"
"ECP_0229",1.50523704287179,1.48027604325881,2.90619837370056,"ECP_0229"
"ECP_0230",3.55847696210034,2.91622296436655,4.09185777002984,"ECP_0230"
"ECP_0231",2.69461507152364,1.84022978449263,3.1827101324455,"ECP_0231"
"ECP_0232",1.72840309587731,0.82626317323719,2.20350353205955,"ECP_0232"
"ECP_0233",1.4698892419043,0.936907485852105,2.20462334074056,"ECP_0233"
"ECP_0234",0.936218343600208,0.767244375148819,1.49060533051087,"ECP_0234"
"ECP_0235",8.74239545389048,7.46583013095192,8.19827679841966,"ECP_0235"
"ECP_0236",6.92274127310013,9.45547645429883,6.38961256189595,"ECP_0236"
"ECP_0237",2.69881123135724,2.46209733439365,3.66595953046152,"ECP_0237"
"ECP_0238",4.50104972884715,2.70502824571699,3.10542777189765,"ECP_0238"
"ECP_0239",6.26504494049939,7.99994690851036,11.1448878066596,"hcp"
"ECP_0240",4.84288436786096,3.28130231429292,3.15710660017431,"ECP_0240"
"ECP_0241",2.02224813032445,2.6634557876557,2.98975281191292,"ECP_0241"
"ECP_0242",3.72836952539506,2.53903787609345,4.25308586151199,"ECP_0242"
"ECP_0243",22.087625473518,20.0177160526536,28.5292907273932,"ECP_0243"
"ECP_0244",16.803918987696,22.3779609418406,17.7684475992057,"ECP_0244"
"ECP_0246",23.0034230802441,12.0329588335513,11.8921235739365,"ECP_0246"
"ECP_0247",6.60153960230915,3.93458653922471,6.75092993890793,"ECP_0247"
"ECP_0248",5.10303061282794,2.66127709171487,4.73144930196835,"ECP_0248"
"ECP_0249",7.84618785417714,7.95720371113636,10.150036297253,"ECP_0249"
"ECP_0250",43.3923983986075,40.5287315986596,54.2672221316974,"ivy"
"ECP_0251",3.80407736592628,2.48385861893388,4.14697615290167,"ECP_0251"
"ECP_0252",199.03501971955,169.105675351653,234.470640240869,"ECP_0252"
"ECP_0253",36.5288317056752,34.1317697538409,64.2393176999207,"yafJ"
"ECP_0254",59.1878927906702,62.5551471236253,80.7225365132317,"ECP_0254"
"ECP_0255",2.98883934563763,1.79622428964606,2.95866842539965,"yafL"
"ECP_0256",5.9218630167483,5.59967511983035,6.14903979977638,"yafM"
"ECP_0257",1.44033591323109,0.88528197132556,2.59235709654064,NA
"ECP_0258",1.17337710172705,1.78073959749394,1.68167992685072,"ECP_0258"
"ECP_0259",2.25577900807593,1.28601272099173,1.67696251867658,"motB"
"ECP_0260",21.2674599688028,16.2553195303055,22.4253618152451,"dinB"
"ECP_0261",20.0618216485759,20.6565793309297,18.0539154937652,"yafN"
"ECP_0262",8.71782263271448,5.43594192919204,10.4035383479592,"yafO"
"ECP_0263",3.83930599387757,5.19834446738629,5.85855535890394,"yafP"
"ECP_0264",7.35171455711701,6.34759469023362,9.27409000357477,"rtcB"
"ECP_0265",9.3446183638895,8.46415933560048,10.9542894384309,"prfH"
"ECP_0266",247.339165593588,230.325109864832,310.562779945139,"ECP_0266"
"ECP_0267",682.3709063435,512.90421489021,611.406574043589,"gpt"
"ECP_0268",45.3705812667793,38.9737388340192,55.5873197899785,"frsA"
"ECP_0269",170.421835106559,160.31972018035,167.584278722264,"crl"
"ECP_0270",9.88185008651443,8.03963456914027,9.60166353583769,"ECP_0270"
"ECP_0271",121.440278662439,107.436665324455,162.973319099097,"proB"
"ECP_0272",88.1602735407115,83.7629233634591,129.206984832664,"proA"
"ECP_0274",59.1393738016589,46.5440237120691,47.5349200163477,"ECP_0274"
"ECP_0275",3.94526793624168,3.95169343722134,2.16969017862641,"ECP_0275"
"ECP_0276",0.0739175322039415,0.0605764789763335,0.0665194269640195,NA
"ECP_0277",0.193891372934954,0,0.0872427869028101,NA
"ECP_0278",35.650780181088,28.579650855122,37.4426919680143,"ECP_0278"
"ECP_0279",13.5875438689573,9.19863298330465,13.1136814063287,"ECP_0279"
"ECP_0280",5.3467014960851,4.38169864595479,3.78052076578844,"ECP_0280"
"ECP_0281",21.406731579978,12.5136958845342,24.0638365265838,"ECP_0281"
"ECP_0282",4.20097974692401,4.13131586618595,8.31714568473457,"ECP_0282"
"ECP_0283",3.89143387083487,2.17437677167681,4.53662491894613,"ECP_0283"
"ECP_0284",9.3261750381713,5.99040800596963,9.07324983789226,"ECP_0284"
"ECP_0285",5.29896308987006,4.75336058467417,4.83305211535454,"mchF"
"ECP_0286",16.803918987696,16.5624825266013,14.9177305893274,"ECP_0286"
"ECP_0287",0.880554706778831,0.360813612767332,0.297158837485554,"ECP_0287"
"ECP_0288",2.88984594055919,1.31570568986814,0.866871003620279,"ECP_0288"
"ECP_0289",12.770978430649,12.5316581274307,14.063537248733,"ECP_0289"
"ECP_0290",16.4501522721656,13.4811359843963,14.4455688208548,"ECP_0290"
"ECP_0291",4.42805973324422,6.69943113435559,8.58280390070889,"ECP_0291"
"ECP_0292",5.49946439597325,8.63820590202516,7.01114760200765,"ECP_0292"
"ECP_0293",73.2632402018506,53.3439136567966,63.936499544488,"ECP_0293"
"ECP_0294",3.50081645577001,2.98372812557874,3.78052076578844,"ECP_0294"
"ECP_0295",2.93344275431763,3.82859013461198,3.22647892942289,"ECP_0295"
"ECP_0296",8.42112017684425,7.23098044993778,9.00082937168331,"ECP_0296"
"ECP_0297",7.92184752277099,6.37403019354403,10.6286640958166,"ECP_0297"
"ECP_0298",11.0659954309218,7.93514937712545,8.57532759069085,"ECP_0298"
"ECP_0299",15.9637230383112,17.351526637981,22.3806829334676,"ECP_0299"
"ECP_0300",10.1027610108213,11.5409228650539,15.5200326174473,"ECP_0300"
"ECP_0301",15.3427086409399,13.1348901180368,14.9166199780566,"mhqR"
"ECP_0302",51.5574787122492,36.0209771803816,77.3913217922146,"iroN"
"ECP_0303",15.328966850845,11.7852584270508,22.3986967001259,"ECP_0303"
"ECP_0304",20.7180025567813,16.8275548695867,27.3303989019437,"ECP_0304"
"ECP_0305",18.3278699071259,16.4954224994182,23.6297718490854,"ECP_0305"
"ECP_0306",12.7384547164793,11.383330007636,20.1221266566159,"ECP_0306"
"ECP_0307",16.3838210130036,15.285868704888,15.8781872163114,"ECP_0307"
"ECP_0308",11.9727922787334,7.91835541018973,12.6647445653913,"ECP_0308"
"ECP_0309",3.52340236838788,4.44227512493113,5.60980500729898,"ECP_0309"
"ECP_0311",13.8385215192791,19.1714657842616,30.9854447078347,"ECP_0311"
"ECP_0312",14.3766862450288,11.7819008035673,18.650569111223,"ECP_0312"
"ECP_0313",10.7038662044913,5.093403122695,6.83601015183663,"ECP_0313"
"ECP_0314",82.5059594876801,70.4531270615222,118.887277456046,"hxuC"
"ECP_0315",30.9344872273495,25.5077456889511,32.3921892886873,"ECP_0315"
"ECP_0316",5.02920140724394,4.26869929166481,4.90300317843346,"ECP_0316"
"ECP_0317",5.47953880033566,3.59244857929213,2.95866842539965,"ECP_0317"
"ECP_0318",14.7454389117033,13.530059461759,10.2074060676288,"ECP_0318"
"ECP_0319",13.1846133595769,10.9638767218012,15.8781872163114,"ECP_0319"
"ECP_0320",17.3749259435886,16.6455930530793,28.2988496157562,"ECP_0320"
"ECP_0321",14.9931518554012,12.643251142207,19.3588735765374,"ECP_0321"
"ECP_0322",17.4982958053694,14.1693891278278,20.4335585192202,"ECP_0322"
"ECP_0323",14.2291249492587,8.6624364936157,10.9757054490632,"ECP_0323"
"ECP_0324",4.17259474863398,2.8612153802977,3.29518364045073,"ECP_0324"
"ECP_0325",23.5894694406434,18.7523656050324,22.0467243054997,"ECP_0325"
"ECP_0326",3.76519346612276,3.77132568697472,3.1059880150461,"ECP_0326"
"ECP_0327",5.0482859582218,4.66156938356665,3.58322983724941,"ECP_0327"
"ECP_0328",0.57679355793007,0.330883421776907,0.570971099638529,"ECP_0328"
"ECP_0329",8.54083485738269,5.8043280764596,5.24898750952445,"ECP_0329"
"ECP_0330",23.1398228683027,20.6565793309297,1.85927250776481,"ECP_0330"
"ECP_0331",0.17323627822367,0.141969617394706,0.545642172381837,NA
"ECP_0332",5.63084341917523,5.050266279374,9.41686764095721,"flu"
"ECP_0333",2.03124295455666,2.04295839536668,3.98824168698561,"ECP_0333"
"ECP_0334",4.97893895931734,2.16766573225806,4.48061720389741,"ECP_0334"
"ECP_0335",0.792637688098869,1.68890271259174,3.42386786335557,"ECP_0335"
"ECP_0336",13.9654191586933,9.7700037376019,12.5676771403237,"ECP_0336"
"ECP_0337",13.1152538440554,11.5878371856435,14.9376674160421,"ECP_0337"
"ECP_0338",10.4024260400023,10.3282896654649,11.881636692478,"ECP_0338"
"ECP_0339",23.3502309859703,14.8271152252686,19.6215985758099,"ECP_0339"
"ECP_0340",11.8249800283787,11.9859164018975,11.7616201602307,"ECP_0340"
"ECP_0341",4.58288699664437,4.0562010322553,3.46433175628613,"ECP_0341"
"ECP_0342",22.9144349832219,17.0886247192237,21.033442806023,"ECP_0342"
"ECP_0343",7.36100876009693,8.22607141497202,5.82133286059459,"intS"
"ECP_0344",1.44033591323109,1.88860153882786,2.07388567723252,"ECP_0344"
"ECP_0345",11.0561732773076,11.3258659367117,13.0465030348778,"ECP_0345"
"ECP_0346",4.0774215190733,2.73395902909364,2.66860289349772,"ECP_0346"
"ECP_0347",17.154000633273,16.3531253036527,15.4371264603028,"ECP_0347"
"ECP_0348",21.7881322467584,15.0547951055929,11.9182519057059,"ECP_0348"
"ECP_0349",12.602939240772,9.99511903109503,13.536703387178,"ECP_0349"
"ECP_0350",139.431542429614,172.507628363667,219.085788768618,"yagU"
"ECP_0351",40.5585499203027,33.2383140143142,36.7054197987459,"ECP_0351"
"ECP_0352",5.42404979982593,3.57350106568827,2.77557220779404,"ECP_0352"
"ECP_0353",3.40371351758077,3.12864248990359,3.6425455553582,"ECP_0353"
"ECP_0354",3.38273666082479,3.11565982782432,4.28339288665341,"ECP_0354"
"ECP_0355",4.53494884814391,2.93859287552975,4.84033202649064,"ECP_0355"
"ECP_0356",30.3499353145122,26.769240561511,34.8347984847649,"ECP_0356"
"ECP_0357",16.9895976505435,11.4124747684695,9.64972703753734,"ECP_0357"
"ECP_0358",7.27592368539416,3.19431639138089,3.04000638898452,"ECP_0358"
"ECP_0359",21.9881067604959,30.3256164645564,90.7324983789225,"ECP_0359"
"ECP_0360",162.563755600071,165.020538250461,132.530615609662,"ECP_0360"
"ECP_0361",4.0355868435018,4.1204725174558,5.23914688802178,"ECP_0361"
"ECP_0362",55.337987285214,60.6913177736112,62.2123482370137,"ECP_0362"
"ECP_0363",16.3144844540738,14.0384519724765,16.1497974460865,"ECP_0363"
