"","control_1","control_2","control_3","genename"
"ECP_2469",3.34363694142931,1.89703279569763,3.70336728077235,"ECP_2469"
"ECP_2470",0.74353623839363,0.792140210330639,1.07058995137372,"ECP_2470"
"ECP_2471",0.940517853788957,0.616614308385962,1.18493934450085,"ECP_2471"
"ECP_2472",1.2926091528997,0.706207840373666,0.387745719568045,"ECP_2472"
"ECP_2473",0.630146962038601,0.129103620818311,0.567078114868266,NA
"ECP_2474",0.225052486442358,0,0.202527898167238,NA
"ECP_2475",23.3486032250092,22.8581358122525,30.2342173874502,"ECP_2475"
"ECP_2476",4.2937458612094,4.23557620350294,5.79600344534127,"ECP_2476"
"ECP_2477",3.5469349959059,2.07184253768307,4.14272634813943,"ECP_2477"
"ECP_2478",5.28744002630091,6.35130456439506,6.64850203638657,"ECP_2478"
"ECP_2479",22.3177049055338,15.8151935502431,19.6114514725275,"ECP_2479"
"ECP_2480",3.78088177223161,3.06718905216835,4.22730958356344,"ECP_2480"
"ECP_2481",7.86850174820687,8.88925107010028,12.2016807784706,"narQ"
"ECP_2482",8.01342957505736,7.22383265619219,11.7130585575873,"acrD"
"ECP_2483",249.405534448962,112.523997934275,30.1446787377341,"ECP_2483"
"ECP_2484",225.582021704575,208.475225012156,290.877715391252,"yffB"
"ECP_2485",205.132947216821,175.031547203038,235.458072588387,"dapE"
"ECP_2486",159.888035144123,142.437905237157,139.145734454243,"ypfN"
"ECP_2487",17.2005780195944,14.9826691284426,21.1254851375818,"ECP_2487"
"ECP_2488",18.6418476269753,18.6892860613174,30.9192591201983,"ECP_2488"
"ECP_2489",97.4102178818004,78.3228632964419,101.365213032703,"ECP_2489"
"ECP_2490",29.2303464743956,19.7886558296302,29.7358608132603,"ECP_2490"
"ECP_2491",189.592042491614,221.234958341407,297.642043595205,"ECP_2491"
"ECP_2492",403.638163260767,359.551380845535,497.170737704301,"ECP_2492"
"ECP_2493",105.310424231791,81.6529706536752,90.9700180081867,"gcvR"
"ECP_2494",188.321627126441,207.749928430179,252.403940554105,"bcp"
"ECP_2495",22.2153505261066,24.8579174999324,35.2421427319261,"ECP_2495"
"ECP_2496",32.0755133955714,25.5244207716202,37.138968342602,"bepA"
"ECP_2497",95.5722892425212,94.5038504390036,118.519326007468,"ECP_2497"
"ECP_2498",118.740945617876,110.085464948369,110.682716395975,"ECP_2498"
"ECP_2499",17.5854966150307,24.3555481878637,41.1988844383363,"ECP_2499"
"ECP_2500",605.544095003984,525.606166898968,438.793649456919,"ECP_2500"
"ECP_2501",24.6230836033581,17.6118234179892,29.6322899330007,"purM"
"ECP_2502",33.7261754330519,31.0333586192372,52.2883294648486,"purN"
"ECP_2503",30.6202036125579,30.0105020468225,41.9753031324841,"ppk"
"ECP_2504",24.6664530665694,32.0699422297314,29.1703217064532,"ppx"
"ECP_2505",3.20128135795011,2.70634328132502,3.66932897855937,"ECP_2505"
"ECP_2506",42.3562700256874,21.0824881831139,32.7385303429102,"yfgG"
"ECP_2507",3.6636451281314,5.04404844127354,3.82448030957668,"yfgH"
"ECP_2508",6.72156759507841,2.86896935151802,4.53662491894613,"yfgI"
"ECP_2509",295.042954013055,254.31940636331,343.739897613304,"ECP_2509"
"ECP_2510",162.164382262121,144.555710435002,233.742510472263,"ECP_2510"
"ECP_2511",44.9202801697234,44.6884167224689,77.2906467672303,"xseA"
"ECP_2512",7.09971838004743,6.00302976085142,7.65682223652234,"ECP_2512"
"ECP_2513",2.70615259771178,3.80182441673553,4.03564793403183,"ECP_2513"
"ECP_2514",2.22200581655485,1.56489237355528,2.12459018242656,"ECP_2514"
"ECP_2515",11.202612658464,16.9269191739563,31.8193831120527,"ECP_2515"
"ECP_2516",248.362607115499,213.002568538691,250.807909215464,"ECP_2516"
"ECP_2517",128.530739127263,137.447722520054,207.495758061213,"ECP_2517"
"ECP_2518",136.37963236391,140.404865307334,214.777411621604,"ECP_2518"
"ECP_2519",198.325782687725,187.075703164114,254.851576329032,"ECP_2519"
"ECP_2520",133.057304906596,127.982184540961,159.754874826695,"ECP_2520"
"ECP_2521",108.775368447139,98.4261413952932,156.89161178022,"ECP_2521"
"ECP_2522",252.778952772056,246.591269103774,310.552596724221,"ECP_2522"
"ECP_2523",390.866157286721,464.629586478343,562.667507308179,"ECP_2523"
"ECP_2524",5.26348435217716,4.34029293334711,6.35480533393232,"ECP_2524"
"ECP_2525",13.7306508536102,11.4273096056836,15.9220723424923,"ECP_2525"
"ECP_2526",66.3218504727152,56.8422183007145,64.5905994665557,"sseA"
"ECP_2527",103.517271931837,80.5764277717946,101.900907053427,"ECP_2527"
"ECP_2528",102.413604391133,65.2516244285444,109.016792736825,"ECP_2528"
"ECP_2529",377.711970081645,258.053088059525,378.842036141845,"ECP_2529"
"ECP_2530",734.346263261413,406.860839321705,524.547256253146,"ECP_2530"
"ECP_2531",151.194418574059,139.842028955095,213.30225105126,"ECP_2531"
"ECP_2532",183.328802211695,125.740921857462,256.767695267096,"ECP_2532"
"ECP_2533",485.213160769723,337.964589608823,788.448608598322,"ECP_2533"
"ECP_2534",907.020836521918,534.50900625305,879.0150375896,"ECP_2534"
"ECP_2535",625.728153712207,414.610699706489,682.790054158917,"ECP_2535"
"ECP_2536",349.78955291566,257.763695454669,534.097130028075,"ECP_2536"
"ECP_2537",130.927700776603,134.225950713126,163.832770352225,"ECP_2537"
"ECP_2538",583.121069349153,553.719648930594,592.892864873463,"suhB"
"ECP_2539",6.01403416401753,4.27627431763107,3.9794955429352,"yfhR"
"ECP_2540",6.0801065189673,4.64410214465868,6.05591616814823,"csiE"
"ECP_2541",12.5366079816101,14.6770432088185,24.5335900221955,"ECP_2541"
"ECP_2542",2.68147643420681,3.66251406576768,3.37833770559818,"yphA"
"ECP_2543",0,0.356147919498789,0.260725570054375,NA
"ECP_2544",0.250804761010389,0.513845256988302,0,NA
"ECP_2545",7.88225065917701,5.96272393057766,7.71693929511455,"ECP_2545"
"ECP_2546",11.8087814256001,9.96043277327023,11.6833628049572,"ECP_2546"
"ECP_2547",1.13539993160108,0.682349467388069,1.97540724698855,"ECP_2547"
"ECP_2548",1.95045488250043,1.84433744026158,2.02527898167238,"ECP_2548"
"ECP_2549",0.768471904925123,1.19657014416971,0.82987041200234,"ECP_2549"
"ECP_2550",2.14273007201426,2.45462094426039,3.79434351081874,"ECP_2550"
"ECP_2551",7.47309965030703,6.6433219958769,7.35206802191018,"yphH"
"ECP_2552",205.62690340207,183.734837206691,250.16556072179,"ECP_2552"
"ECP_2553",0,0,0.38445973889374,NA
"ECP_2554",20.8884987920101,18.7834386359336,22.8545335967059,"hmp"
"ECP_2555",192.501532120111,183.715594934375,169.220124189008,"ECP_2555"
"ECP_2556",32.0029693080278,25.9947964613947,27.8314292780291,"ECP_2556"
"ECP_2557",27.4299265828568,21.3509181319694,37.0745187703791,"ECP_2557"
"ECP_2558",22.3150634444253,21.3215798727705,31.8111425402963,"ECP_2558"
"ECP_2559",15.6953271100355,10.4398606958017,20.8278690337419,"ECP_2559"
"ECP_2560",22.7290002492536,23.8804385328668,26.0921491002971,"mltF"
"ECP_2561",159.684168704307,138.133661782809,158.021543964408,"ECP_2561"
"ECP_2562",29.3672263440631,28.3540782325498,31.2427942531196,"ECP_2562"
"ECP_2563",13.8944065127946,12.99247745903,19.9579435480139,"yfhH"
"ECP_2564",111.253532608194,111.118150883622,88.3859682484332,"yfhL"
"ECP_2565",61.5261600730603,50.9095222880394,57.6901515283307,"ECP_2565"
"ECP_2566",76.4440576899287,72.0440533222181,84.7828263540752,"ECP_2566"
"ECP_2567",45.1216343188134,46.5835616187222,63.6621027720424,"ECP_2567"
"ECP_2568",250.139131818502,219.35645666984,296.683252149623,"ECP_2568"
"ECP_2569",300.249759533459,267.989542421093,373.02248507546,"ECP_2569"
"ECP_2570",165.505675937277,193.917610888205,265.916014479765,"ECP_2570"
"ECP_2571",248.950059802717,263.509096998227,351.021353103457,"ECP_2571"
"ECP_2572",39.3841851274126,33.6960450335791,54.2977294986365,"ECP_2572"
"ECP_2573",53.9674451501398,51.2853004078256,79.0709547001269,"ECP_2573"
"ECP_2574",134.973413804397,121.55968574008,188.99119478006,"ECP_2574"
"ECP_2575",161.869000873666,160.626421568115,210.527750144844,"ECP_2575"
"ECP_2576",10.9489490631476,9.43100756883483,11.7398796423745,"nadB"
"ECP_2577",34.2226154993322,29.0535627987874,37.8052076578844,"ECP_2577"
"ECP_2578",215.184567081766,202.620154560693,288.101169009927,"srmB"
"ECP_2579",15.7751076211024,11.8740200915889,17.5909945836687,"ECP_2579"
"ECP_2580",2.9578326789567,5.48031696534871,4.86066955601371,"eamB"
"ECP_2581",66.3623519396902,33.5669414127608,35.4423821792666,"ECP_2581"
"ECP_2582",74.4121369085583,62.3289828507184,82.1523599452636,"ung"
"ECP_2583",253.151525212039,234.147699814758,327.528585188654,"ECP_2583"
"ECP_2584",142.773297399032,129.103620818311,105.314507046964,"trxC"
"ECP_2585",23.9508139928365,23.1422258064358,34.8247141080927,"yfiP"
"ECP_2586",8.18409583166255,7.40562821559826,8.49018868709196,"yfiQ"
"ECP_2587",202.706566992063,179.922462004138,240.180164403497,"pssA"
"ECP_2588",10.969224894746,8.22437880768499,7.1409836687115,"yfiM"
"ECP_2589",4.07422604766337,4.40733050379751,4.49751608343797,"ECP_2589"
"ECP_2590",26.9323085145265,18.392844609732,30.4513179490904,"ECP_2590"
"ECP_2591",25.8871184405047,21.4009605680804,27.5875839665643,"ECP_2591"
"ECP_2592",23.5254865827744,28.1541525695635,26.0435874976537,"ECP_2592"
"ECP_2593",1.50482856606233,1.33599766816959,0.677108196857631,NA
"ECP_2594",0.144861370583586,0.118715973166263,0.130362785027188,NA
"ECP_2595",107.315937171422,100.851294658817,116.588087951937,"ECP_2595"
"ECP_2596",89.1502997113627,92.1926839810758,124.66422164563,"ECP_2596"
"ECP_2597",125.798145816146,115.790550194478,162.666443959154,"ECP_2597"
"ECP_2598",239.763234336639,230.497196192692,285.475421728805,"bamD"
"ECP_2599",209.164570557374,137.348132744252,149.629032414363,"ECP_2599"
"ECP_2600",25.9223246399342,21.6173504626009,28.60300982488,"pheA"
"ECP_2601",41.7177507488657,39.2695933269814,52.2803566862508,"ECP_2601"
"ECP_2602",53.8007826412789,43.2225903647185,56.2948134199758,"ECP_2602"
"ECP_2603",10.5368836275307,12.021451905705,15.0601073128949,"yfiL"
"ECP_2604",26.954263116102,19.5819595969507,21.6341939776333,"yfiR"
"ECP_2605",10.723283265987,8.6363693535183,13.5876907719047,"yfiN"
"ECP_2606",15.3427086409399,15.3962081969663,25.5009040474922,"yfiB"
"ECP_2607",8746.65712515166,6907.8450465985,6832.50910745244,"rplS"
"ECP_2608",10038.1426448121,8526.56794718233,7658.92157702862,"ECP_2608"
"ECP_2609",7076.65368647415,7927.38560880435,6672.3092728653,"ECP_2609"
"ECP_2610",7940.15540696928,7863.93486383998,8452.06017278596,"ECP_2610"
"ECP_2611",274.211087710013,227.995856888302,301.375787566994,"ECP_2611"
"ECP_2612",23.9848324651371,26.2317114686893,44.8168309466823,"ypjD"
"ECP_2613",42.3889832896275,39.6939968615728,46.6054697730214,"yfjD"
"ECP_2614",1008.9989537612,843.372663188061,884.641859194495,"ECP_2614"
"ECP_2615",30.6255724895211,25.8735993667277,32.1279751085775,"nadK"
"ECP_2616",74.3891901034739,59.1359834275353,78.9814933993419,"recN"
"ECP_2617",357.083278488541,383.958698265264,316.170920886202,"bamE"
"ECP_2618",127.588518911733,97.7460815762552,85.821718827486,"ECP_2618"
"ECP_2619",164.076001436466,161.744913628978,161.207111899658,"ECP_2619"
"ECP_2620",185.521527954222,168.075272816882,219.645908342764,"smpB"
"ECP_2621",1371.44771606959,1677.58514762993,1889.76457689215,"ECP_2621"
"ECP_2622",3.32470176290305,3.99191563757231,5.63599108028583,"csiD"
"ECP_2623",3.51571354707116,4.88335208769025,5.25519198648606,"lhgO"
"ECP_2624",3.07897894495051,3.93458653922471,6.10518881431673,"gabD"
"ECP_2625",9.26773517939676,14.4160670740446,15.1397904203706,"gabT"
"ECP_2626",0.809610657865441,0.973115086253649,2.18574005730809,"gabP"
"ECP_2627",8.09781616375397,7.38402609567172,7.59525438918582,"csiR"
"ECP_2628",17.4760757472039,13.3579213006679,20.263591304626,"ECP_2628"
"ECP_2629",45.6559308344949,15.9796179729834,17.9753062826167,"ECP_2629"
"ECP_2630",21.4249967093124,23.7550662305692,20.4148121352576,"ygaV"
"ECP_2631",31.8314236824071,25.7321959665296,35.9041457870879,"ygaP"
"ECP_2632",784.369596303456,729.559779628689,761.312870657219,"ECP_2632"
"ECP_2633",20.6688203548661,26.7158426013358,39.3174159641998,"alaE"
"ECP_2634",59.1790190436252,64.8436968562229,55.8202109592067,"ECP_2634"
"ECP_2635",10.3114957424498,10.1405025806382,16.9092383342537,"ygaM"
"ECP_2636",11.1585574401442,12.0690126427904,19.0130460086169,"ECP_2636"
"ECP_2637",16.453837342119,13.7710528872865,24.8884283747739,"ECP_2637"
"ECP_2638",146.624439459714,95.4737020295411,299.02997179151,"nrdH"
"ECP_2639",148.659487686771,78.25375673542,280.641578015098,"nrdI"
"ECP_2640",76.5870923093069,47.0510973648955,150.994645628456,"nrdE"
"ECP_2641",39.3841851274126,27.821830286346,77.2643931508012,"nrdF"
"ECP_2642",5.4499196716852,3.07057260324631,10.4219761651465,"ECP_2642"
"ECP_2643",30.1716251150652,31.9378533296171,41.3500351090975,"proV"
"ECP_2644",10.2953588164053,12.8594479778464,22.2358517153979,"proW"
"ECP_2645",20.3322343038437,20.4069529946043,32.0030791109946,"proX"
"ECP_2646",4.65830159279168,3.76524990335934,5.62771192476862,"ygaY"
"ECP_2647",50.5142198837448,52.1452673353958,87.0441854366899,"ygaZ"
"ECP_2648",64.1399586360719,59.7565330644753,87.2895241100795,"ygaH"
"ECP_2649",166.045504573335,164.085596267159,222.858495312071,"mprA"
"ECP_2650",50.476222125445,53.8338985632159,74.3147892732735,"emrA"
"ECP_2651",18.6218868313941,24.7234692186956,40.0160385150706,"emrB"
"ECP_2652",261.584262148582,265.653217907073,285.912872798698,"ECP_2652"
"ECP_2653",142.444781476626,139.899569071711,170.844574259734,"ECP_2653"
"ECP_2654",102.586162771039,103.138445050936,104.849967532286,"ECP_2654"
"ECP_2655",81.0855773374539,73.6642035399293,99.7337382974664,"ECP_2655"
"ECP_2656",1396.08043073584,1205.74452578443,1177.32733783618,"csrA"
"ECP_2657",399.586463544934,373.490739396297,524.01380192616,"ECP_2657"
"ECP_2658",20.0741427427866,21.5224239735436,20.1024098204798,"ECP_2658"
"ECP_2659",502.33749346693,420.892391847447,507.102395600843,"ECP_2659"
"ECP_2660",45.8564777194356,45.9173359826089,61.4903979977638,"ECP_2660"
"ECP_2661",33.6078379753921,30.6569867847926,59.9482578575024,"ECP_2661"
"ECP_2662",1.34073821710341,0.439501687892122,1.44785901668493,"srlA"
"ECP_2663",1.10275718356755,0.839173535319021,0.567078114868266,"srlE"
"ECP_2664",0.406546427121678,2.16560912340392,0.914642120755268,"srlB"
"ECP_2665",1.64807666994711,1.50951925879871,1.83209852495901,"ECP_2665"
"ECP_2666",10.9225473420024,3.78703954400379,4.53662491894613,"gutM"
"ECP_2667",29.9930414489691,22.7382501162172,28.485784374778,"srlR"
"ECP_2668",20.0394561840847,22.132049283139,29.7980177129536,"gutQ"
"ECP_2669",12.6278955561003,10.7577828990783,17.6973288917304,"ECP_2669"
"ECP_2670",1.4703429114234,1.29103620818311,1.22866924888124,"norV"
"ECP_2671",1.66705545512857,1.14758774060721,1.74023971758515,"norW"
"ECP_2672",4.06113355028872,3.93327675675493,6.40322558466431,"ECP_2672"
"ECP_2673",2.57787393561246,1.64313699223305,3.47979752305527,"ECP_2673"
"ECP_2674",0.450104972884715,2.2132049283139,2.02527898167238,NA
"ECP_2675",14.5418529701216,11.1227734858852,13.489077051896,"ECP_2675"
"ECP_2676",1.76337421475823,1.27509748956356,2.52034717719229,"ascF"
"ECP_2677",3.34309546176268,1.9134515590756,2.57871311182201,"ascB"
"ECP_2678",8.64201547938653,5.90187980883707,5.83280346721645,"ECP_2678"
"ECP_2679",8.55199448480959,9.22168720130792,5.26572535234818,"ECP_2679"
"ECP_2680",21.8343915508917,22.6301378657319,24.1279096007644,"ECP_2680"
"ECP_2681",5.88750446284241,7.3881196147121,8.77522338336295,"ECP_2681"
"ECP_2682",6.99069286011573,6.69725032994988,7.62011216854232,"ECP_2682"
"ECP_2683",1.81036696276283,1.14124747684695,2.00513808572205,"ECP_2683"
"ECP_2684",3.13967960033268,2.02941832023169,3.54175103321233,"ECP_2684"
"ECP_2685",1.9640944271333,2.2132049283139,2.57762779485575,"ECP_2685"
"ECP_2686",1.77972541002692,1.76378017275591,2.86798127059813,"ECP_2686"
"ECP_2687",1.23558227850706,2.12641257818394,1.77906859566515,"ECP_2687"
"ECP_2688",0.818372677972209,0.670668160095121,0.883758101093401,NA
"ECP_2689",7.10935034094832,4.76690292252225,3.10196575654436,"hypA"
"ECP_2690",5.97665159871663,3.76219486095971,6.46975718681321,"hypB"
"ECP_2691",5.2627658368059,5.6748844315741,5.48383231960521,"hypC"
"ECP_2692",10.6484727274972,8.45041881719853,9.27946006148071,"hypD"
"ECP_2693",5.01125773965416,6.80379912680475,8.07707700702575,"hypE"
"ECP_2694",3.49172342601476,2.95093990441853,3.27317815219778,"fhlA"
"ECP_2695",25.3821433660304,26.8679982905799,31.2487800360975,"mop"
"ECP_2696",21.0414289932889,23.3509157653988,17.160276867318,"ECP_2696"
"ECP_2697",20.3585941581702,20.6565793309297,17.012343446048,"ECP_2697"
"ECP_2698",1.51842641455085,0.871060574195832,1.50309861772311,"ECP_2698"
"ECP_2699",1.8797604291321,0.910289936617243,0.615135582229983,"ECP_2699"
"ECP_2700",0,0.616614308385962,1.35421639371526,NA
"ECP_2701",2.8411250311567,2.32834275695451,2.88455919701777,"ECP_2701"
"ECP_2702",3.25415061359103,2.07921805081569,1.53868022415022,"ECP_2702"
"ECP_2703",0,0,0,NA
"ECP_2704",0.211814104886925,0.520754100779741,0.571843477178083,NA
"ECP_2705",1.7469420729783,0.613561762304844,2.02126852824332,NA
"ECP_2706",0.090020994576943,0.147546995220927,0.729100433402056,NA
"ECP_2707",0.110069338347354,0,0,NA
"ECP_2708",45.3705812667793,60.4204945429695,54.1559599699194,"ECP_2708"
"ECP_2709",32.9011311020777,27.6708072034261,34.5899984084755,"ECP_2709"
"ECP_2710",53.8397564365781,53.8723588950648,72.585998703138,"ECP_2710"
"ECP_2711",86.8628809967027,75.8536683627584,114.717113729089,"mutS"
"ECP_2712",5.5245761055439,7.16849328379297,8.28607291131713,"pphA"
"ECP_2713",30.038584506201,21.666111403494,25.4119215384576,"ECP_2713"
"ECP_2714",6.9877682919132,4.22675880698892,6.66269996346874,"ygbJ"
"ECP_2715",7.36418777489292,5.5444025282543,8.51290661749986,"ECP_2715"
"ECP_2716",2.36674915319662,2.61843963349814,4.3662352506289,"ygbL"
"ECP_2717",6.52043960719479,7.018451664563,5.60509642495274,"ygbM"
"ECP_2718",2.24606837954353,2.24972646178443,2.4704393122974,"ECP_2718"
"ECP_2719",2.42948226328135,2.57170264762579,2.45961591991055,"ECP_2719"
"ECP_2720",1.73833644700304,0.712295838997577,0.782176710163126,"ECP_2720"
"ECP_2721",12.3289623007552,12.0122499370081,10.3553394888988,"wrbA"
"ECP_2722",460.483224102407,414.005278795734,427.484384356283,"ECP_2722"
"ECP_2723",455.762081701814,369.69841060435,511.205997445456,"ECP_2723"
"ECP_2724",292.091650639069,339.010919607612,456.775861937027,"ECP_2724"
"ECP_2725",55.1378591783776,55.6989906958998,79.7959918778917,"ECP_2725"
"ECP_2726",61.3276885889536,51.6414483273244,82.4272598462062,"ECP_2726"
"ECP_2727",80.658811140941,77.6687382842958,108.943806982121,"ECP_2727"
"ECP_2728",80.658811140941,72.0398204166175,98.3880529296441,"ECP_2728"
"ECP_2729",65.7267211037731,72.5159240646985,127.58061217205,"ECP_2729"
"ECP_2730",253.99769854479,232.78375938317,218.106967257025,"ECP_2730"
"ECP_2731",15.870367932824,14.1535821341556,16.8023145146153,"ECP_2731"
"ECP_2732",2.37084995618484,3.78363086754654,3.48107357641906,"ECP_2732"
"ECP_2733",5.13649204350793,4.46980603169278,4.3364797019338,"ECP_2733"
"ECP_2734",5.73995252550013,4.7039735110038,3.74308986711727,"ECP_2734"
"ECP_2735",23.8945900056256,24.5371505925206,30.1567552415494,"iap"
"ECP_2736",12.9630232190798,13.1527607168369,13.0543696647225,"ECP_2736"
"ECP_2737",8.78453558288488,7.88639981461065,9.09708499508462,"ECP_2737"
"ECP_2738",3.90691116463933,3.47719085403984,5.93541760228785,"ECP_2738"
"ECP_2739",152.681509818533,151.538020501493,201.916994343258,"queD"
"ECP_2740",7.60932180574915,8.42827411379916,12.7860065522184,"ygcN"
"ECP_2741",2.60750467050456,1.66202362432768,1.0429022802175,NA
"ECP_2742",2.75689295891888,1.82896796159274,1.29955401323978,"ygcP"
"ECP_2743",1.49303112956881,1.29553459218375,1.50167026933757,"ECP_2743"
"ECP_2744",1.04628174829051,0.545645491760408,0.941563662422781,"ECP_2744"
"ECP_2745",0.621669648647947,0.231576001467822,0.457731213795013,"ECP_2745"
"ECP_2746",1.40321385361173,0.511090622620942,1.54338785902291,"ECP_2746"
"ECP_2747",0.0962056430593284,0.630735246745946,0.432884057151348,NA
"ECP_2748",1.53838694957781,0.921302834008603,2.02337731126705,"yqcE"
"ECP_2749",1.84059153212086,2.38828604840364,2.89865486707511,"ygcE"
"ECP_2750",13.5471333858461,13.1206285652485,15.8116894569132,"ECP_2750"
"ECP_2751",5.47953880033566,3.91903481377323,5.24491220866301,"scrY"
"ECP_2752",5.46035441941545,4.65564041813077,6.05545120472021,"scrA"
"ECP_2753",10.5113876220907,8.70213342026402,10.4728468873544,"scrB"
"ECP_2754",47.8611621167414,46.8461709826442,67.5768086884684,"scrR"
"ECP_2755",94.7470967922325,87.6060284124252,96.0994876803543,"ECP_2755"
"ECP_2756",1.00321904404155,0,1.57991912600114,"lemA"
"ECP_2757",1.1646280486522,0.681735291449826,1.04806516279283,"ECP_2757"
"ECP_2758",4.54100682826773,2.80454862978681,2.90201855128408,"ECP_2758"
"ECP_2759",5.11047020759828,3.83317966965707,4.28718849728586,"ygcG"
"ECP_2760",937.914813151588,945.479782354957,1136.30405446721,"ECP_2760"
"ECP_2761",474.295229888981,404.354432031094,565.083994024773,"ECP_2761"
"ECP_2762",69.9845035112568,57.2750608721234,79.3909360815572,"ECP_2762"
"ECP_2763",42.3098674511632,47.5839059587489,56.1002277923249,"ECP_2763"
"ECP_2764",89.5871584584999,63.9607335909511,92.0989516677618,"ECP_2764"
"ECP_2765",70.4749595665185,64.0215324498212,88.2053851690398,"ECP_2765"
"ECP_2766",54.3029870512527,51.5462567175044,58.0144430879055,"ECP_2766"
"ECP_2767",14.2897308910603,15.5992013663387,20.1655199063057,"barA"
"ECP_2768",16.521974038238,12.1998589337035,17.1011476251101,"ECP_2768"
"ECP_2769",3.89084030252022,5.45296725067049,5.78495795033399,"ECP_2769"
"ECP_2770",2.17966576669671,1.55725875222087,2.31357811830956,"ECP_2770"
"ECP_2771",52.4282272416116,49.7135009231042,65.3273988328242,"ECP_2771"
"ECP_2772",55.6267663040972,53.1847559784858,68.5708249243007,"ECP_2772"
"ECP_2773",95.3240495302029,73.6125372520405,102.898901570642,"ECP_2773"
"ECP_2774",0,0,0,NA
"ECP_2775",117.581268301269,76.3839444489874,85.8718288229088,"ECP_2775"
"ECP_2776",115.519520814709,101.896059173067,114.938518264465,"queF"
"ECP_2777",18.7797644071284,18.6136209355631,27.6684267034626,"ygdH"
"ECP_2778",162.548607044934,169.480027626791,302.002065825193,"sdaC"
"ECP_2779",79.6576020305242,88.0963522684948,160.362577709786,"ECP_2779"
"ECP_2780",62.6233005752647,66.3319969819297,102.285394135245,"ECP_2780"
"ECP_2781",19.4045254976966,16.6400222388045,31.6843645132745,"xni"
"ECP_2782",2.36305110764475,3.12000416977585,2.54003738951411,"ECP_2782"
"ECP_2783",2.217183755321,0.860690805455406,0.735101260014419,"ECP_2783"
"ECP_2784",2.00958028896137,0.941074229199533,1.55009963061941,"fucP"
"ECP_2785",2.29918486149219,2.96589399177201,2.98865492971113,"fucI"
"ECP_2786",11.2721941035476,10.2213715529859,13.6662303458936,"fucK"
"ECP_2787",33.0715426885507,36.3321395324154,38.770447002341,"fucU"
"ECP_2788",13.2791945171061,9.87485255820056,14.6057192512412,"fucR"
"ECP_2789",75.1368693700523,81.6131880922292,135.975133810374,"ECP_2789"
"ECP_2790",40.2912148454984,48.5116635802138,98.121698057509,"ECP_2790"
"ECP_2791",35.2552810134015,29.9722915782118,51.2223499835257,"ECP_2791"
"ECP_2792",35.1555673558378,19.5693909450913,27.756981411973,"ECP_2792"
"ECP_2793",43.2011200840394,40.0285455193887,65.5666437290473,"csdA"
"ECP_2794",50.0711369836078,46.8960179404891,66.5167302304939,"csdE"
"ECP_2795",135.49330960711,108.888585469362,146.554909091605,"ECP_2795"
"ECP_2796",135.343342885889,110.868107078708,121.325904298836,"ECP_2796"
"ECP_2800",2.26400106121653,3.21599438685134,4.48229408159348,"tssB"
"ECP_2801",2.35844477020295,2.09384429865175,2.60878041147974,"ECP_2801"
"ECP_2802",0.678185071252306,1.20419520763268,2.13607899771006,"ECP_2802"
"ECP_2803",0.794779952120758,1.0235242010821,1.12393860604521,"ECP_2803"
"ECP_2804",0.960659615449047,0.674806584313494,1.39968463923928,"ECP_2804"
"ECP_2805",4.30344266758069,2.01527603228583,3.31948164800936,"hcp3"
"ECP_2806",0.630863852780397,0.564002166032211,1.39350253482987,"clpV"
"ECP_2807",1.51842641455085,1.07016013401202,1.31179515728563,"ECP_2807"
"ECP_2808",2.58521830579939,2.19428864687532,2.99118126523921,"ECP_2808"
"ECP_2809",1.90953624860182,1.77354469002932,2.52034717719229,"ECP_2809"
"ECP_2810",1.59037090419266,1.45087878633911,1.86325666313859,"ECP_2810"
"ECP_2811",0.958398421351485,0.785421267335731,0.94872384236516,"ECP_2811"
"ECP_2812",0.821038387020979,0.672852746935822,0.886636791976442,"ECP_2812"
"ECP_2813",0.311183684957334,0.255019497912713,0.504069435438459,"ECP_2813"
"ECP_2814",1.10165552803951,0.884766072740872,2.0621022358846,"ECP_2814"
"ECP_2815",0.646304576449848,0.340493065894446,0.830883684788668,"ECP_2815"
"ECP_2816",3.38192080255518,2.12195469017937,1.61682649102902,"ECP_2816"
"ECP_2817",0,0.765058493738138,1.17616201602307,NA
"ECP_2818",0.237791306429661,0.584620169743295,0.427983482919446,NA
"ECP_2819",1.77864061865734,0.916219244517045,2.7439263622658,"ECP_2819"
"ECP_2820",4.69109405073181,3.15586628666982,4.41060756008651,"ECP_2820"
"ECP_2821",0.84488978150427,0.92319907624267,0.760328198706055,"ECP_2821"
"ECP_2822",0.705059537945288,0.288903207425591,0.317246497828401,NA
"ECP_2823",4.44809620262542,4.72536128485321,3.85464862394115,"ECP_2823"
"ECP_2824",7.57771663210976,5.62172728626569,7.17820398567425,"ECP_2824"
"ECP_2825",0.379988117812222,0.415207624742306,1.1398555072729,"ECP_2825"
"ECP_2826",0.964510656181533,0.895821042412769,0.462920910096544,"ECP_2826"
"ECP_2827",0.543656202543107,0.607546450909698,0.756104153157688,"ECP_2827"
"ECP_2828",0.0916577399328874,0.150229667861307,0,NA
"ECP_2829",57.0448828792839,55.7431136011693,78.1428215703639,"ECP_2829"
"ECP_2830",5.39314967510515,6.42028817042411,8.32736330842589,"argA"
"ECP_2831",15.4794721709318,12.1090292629588,21.4539897644743,"ECP_2831"
"ECP_2832",23.178309933071,20.4291995415122,31.4990045176615,"ECP_2832"
